time,ecg
0.0,-0.19322033898305085
0.002777777777777778,-0.17966101694915254
0.005555555555555556,-0.16610169491525423
0.008333333333333333,-0.16610169491525423
0.011111111111111112,-0.17966101694915254
0.01388888888888889,-0.1864406779661017
0.016666666666666666,-0.17288135593220338
0.019444444444444445,-0.16271186440677965
0.022222222222222223,-0.17627118644067796
0.025,-0.17966101694915254
0.02777777777777778,-0.18305084745762712
0.030555555555555558,-0.17966101694915254
0.03333333333333333,-0.18983050847457628
0.036111111111111115,-0.19661016949152543
0.03888888888888889,-0.19661016949152543
0.04166666666666667,-0.20677966101694914
0.044444444444444446,-0.2033898305084746
0.04722222222222222,-0.19661016949152543
0.05,-0.19322033898305085
0.05277777777777778,-0.19661016949152543
0.05555555555555556,-0.19661016949152543
0.058333333333333334,-0.20677966101694914
0.061111111111111116,-0.2
0.0638888888888889,-0.18983050847457628
0.06666666666666667,-0.18305084745762712
0.06944444444444445,-0.19661016949152543
0.07222222222222223,-0.21694915254237288
0.075,-0.2271186440677966
0.07777777777777778,-0.21016949152542372
0.08055555555555556,-0.18983050847457628
0.08333333333333334,-0.19661016949152543
0.08611111111111111,-0.2305084745762712
0.08888888888888889,-0.2440677966101695
0.09166666666666667,-0.22372881355932203
0.09444444444444444,-0.20677966101694914
0.09722222222222222,-0.20677966101694914
0.1,-0.22033898305084745
0.10277777777777779,-0.23389830508474577
0.10555555555555556,-0.2305084745762712
0.10833333333333334,-0.2135593220338983
0.11111111111111112,-0.18305084745762712
0.11388888888888889,-0.17966101694915254
0.11666666666666667,-0.20677966101694914
0.11944444444444445,-0.24067796610169492
0.12222222222222223,-0.24067796610169492
0.125,-0.23389830508474577
0.1277777777777778,-0.2305084745762712
0.13055555555555556,-0.23389830508474577
0.13333333333333333,-0.2305084745762712
0.13611111111111113,-0.23389830508474577
0.1388888888888889,-0.2440677966101695
0.14166666666666666,-0.2542372881355932
0.14444444444444446,-0.24745762711864408
0.14722222222222223,-0.23389830508474577
0.15,-0.21694915254237288
0.1527777777777778,-0.2135593220338983
0.15555555555555556,-0.23389830508474577
0.15833333333333333,-0.24745762711864408
0.16111111111111112,-0.24067796610169492
0.1638888888888889,-0.22033898305084745
0.16666666666666669,-0.21694915254237288
0.16944444444444445,-0.2135593220338983
0.17222222222222222,-0.2305084745762712
0.17500000000000002,-0.2576271186440678
0.17777777777777778,-0.2542372881355932
0.18055555555555555,-0.23728813559322035
0.18333333333333335,-0.23389830508474577
0.18611111111111112,-0.24067796610169492
